City,Description,Title,URL,Price,Condition
Bedford,"
cute vintage table that has been painted.  It has brass feet as well under that paint.  I was going to make this into a project, but don't have time.    ",Vintage drop down table  painted,https://nh.craigslist.org/fuo/6134989164.html,$25,good
Gilmanton,"
Solid hardwood pedestal table.    ","Round Dining Table 48""",https://nh.craigslist.org/fuo/6153017676.html,$35,fair
"Auburn, NH","
Will not answer ""scam"" questions asking only if still available.  Will immediately post as pending if pending.  Thank you.
Beautiful cedar chest and also cedar drawer.  It could be used as a hope chest or blanket chest while also functioning as an  accent piece or TV console.  Strong piece made very well.  Refinished in layers of grey, blue, and white.  Naturally distressed with a few nicks and imperfections (can't see in pictures but will point out in person) and purposely distressed to look weathered.  Knobs painted flat black.  Several layers of sealant for a durable, natural looking finish with a very smooth feel.  There is the one drawer and it functions perfectly.  Top opens perfectly by pushing in lock.  No key.  Definitely a beachy look or cottage chic, farm house look!  Price is low, reflects imperfections, and is therefore firm.  Cash only please.  Delivery may be available locally and if seen/inspected/paid for first.  Reasonable delivery fee. 
Width:  45 in.  
Depth:  19 in.
Height:  32 in.
buffet buffet buffet sideboard side board cedar chest hope chest blanket chest redone repainted vintage antique table TV tv console rustic nautical beachey driftwood",Buffet Sideboard with Cedar Storage inside.,https://nh.craigslist.org/fuo/6150384645.html,$165,good
Bedford,"
Headboard only. no rails.  Mint condition. I think it is Pecan. (not absolutely sure)    ",Queen Headboard Pecan and Cane,https://nh.craigslist.org/fuo/6170057621.html,$40,like new
hooksett,"
Good Condition, came from local tavern. 
30"" wide high top with 2 high back chairs.
Looking to make room.",Wood high top table and 2  high back chairs and 3 bar stools,https://nh.craigslist.org/fuo/6170058120.html,$60,good
Hooksett,"
Used Condition, was never able to install in my house.",Wheat color lattice kitchen cabinets,https://nh.craigslist.org/fuo/6170059395.html,$75,like new
Hampton,"
2 solid cherrywood end tables 
50.00 each
Good condition 
Non smoking household    ",2 Cherrywood end tables,https://nh.craigslist.org/fuo/6154644160.html,$100,excellent
"Newfields, NH","
Moving and selling this nice solid wood rocking chair. Antique Walnut stain, in good shape barely used for many years. Not falling apart! We did take the cushions off. Asking only $25. Please email if interested. Thanks!    ",Nice Rocking Chair,https://nh.craigslist.org/fuo/6157055643.html,$25,good
Hooksett,"
nice granite table top, never installed 
Looking for $100 or best offer
L Shaped, 60"" Wide, 25"" D, L is 34 "" , 1 1/4 "" thic k
Cabinets being sold separately    ",Granite table top,https://nh.craigslist.org/fuo/6170058837.html,$100,like new
Hampton,"
Solid crystal lamp with silk shade    ",Crystal lamp,https://nh.craigslist.org/fuo/6155152818.html,$30,like new
Hooksett,"
Vintage dark wood side table
Reading table",Wood Side Table,https://nh.craigslist.org/fuo/6170059187.html,$35,like new
Hooksett,"
Nice used cabinets,    
Wheat Color (2) base cabinets with door and draw.
$100 Both, Granite top listed sep.    ",Light Wood Cabinets,https://nh.craigslist.org/fuo/6170059545.html,$100,like new
"Newfields, NH","
We bought 4 new, unfinished, ready to assemble solid wood counter stools. But after we put the first one together we realized it wasn't going to work for our needs. So we are selling them off. One is assembled ( as seen in picture) and 3 are still in boxes to be put together. Took about 20 mins to put the one together. Asking $25 for all 4. Please email if interested.","4 30"" Solid Wood Stools",https://nh.craigslist.org/fuo/6153557211.html,$25,new
Hudson,"
Modern metal side table with matte glass shelves, doesn't fit our decor anymore, make it yours for $79 OBO.
In excellent condition, on rolling casters    ",Modern minimalist aluminum side table,https://nh.craigslist.org/fuo/6143678097.html,$79,excellent
"Lowell, Ma","
High end, designer, wall mounted bike rack with helmet shelf looks perfect in your loft or apartment
Bike rest in felted grove from top tube
Comes with mounting hardware
$50 or B/O
Cb2 West Elm Ikea Crate and Barrel    ",High End Bike Shelf,https://nh.craigslist.org/fuo/6166197357.html,$50,good
"Alfred, ME","
Beautiful mid-century modern tall/highboy dresser/gentleman's chest. Made by Harmony House circa 1960's.
Gorgeous Walnut Veneer, Brass Bowtie Pulls, Tapered Legs, 4 Dovetailed Drawers, Great Modernist Form.
Excellent vintage condition being structurally sound and sturdy with normal age appropriate signs of wear and use.
40 1/4 long x 43 3/4 height x 18 deep    ",Gorgeous Vintage Mid-Century Tall Dresser by Harmony House,https://nh.craigslist.org/fuo/6170066560.html,$425,excellent
manchester,"
In good condition. 60 cash    ",wooden storage on wheels,https://nh.craigslist.org/fuo/6138330364.html,$60,good
Manchester,"
$100.00 or best offer. Has cosmetic discrepancies, but is fully functional and put together. Bought 4 years ago from Wayfair. Has casters on bottom.    ",Stereo Rack VTI,https://nh.craigslist.org/fuo/6170068398.html,$100,good
Salem,"
I am selling the kitchen table that we have had for about 10-15 years. It was originally bought for over $900. The table is in great condition although of course has a bit of wear and tear just due to age. And it pulls out to make a larger table! Also included is 5 matching chairs althought only 4 chairs are shown here. The 5the chair is a matching chair with arm rests. See photos. $650 or best offer    ",Solid wood table and chairs,https://nh.craigslist.org/fuo/6166907567.html,$500,good
Hooksett,"
Great condition. Fold down desk--great for laptop or schoolwork!    ",Ikea Student Desk with attached Hutch,https://nh.craigslist.org/fuo/6169991181.html,$160,excellent
Portsmouth,"
Rolls, Swivels, & Tilts.
Bright Blue Cushion
Adjustable height
See IKEA link for further info.
http://www.ikea.com/us/en/catalog/products/60336839/
In perfect condition!
Comes from smoke free home!    ","Bright Blue Swivel, Rolling Desk Chair",https://nh.craigslist.org/fuo/6169959895.html,$50,like new
AUBURN NH,"
Vintage wicker coffee table in good condition.  Oval shape is 24 x 18 x 18.    ",Vintage White Wicker Coffee Table,https://nh.craigslist.org/fuo/6169965493.html,$40,good
NH / MA Border,"
Rustic reclaimed coffee table. Dimensions: 45"" long, 22"" wide  &; 15.25"" tall.  Crafted by a retired craftsman using reclaimed materials. Serious inquiries only. $285. Located in North Chelmsford, MA., 10 minutes south of Nashua. Will fit into the back of an suv. 
...If it's listed, it's still available...
Ignore: salvage industrial upcycle upcycled repurpose farm farmer farmhouse barn farmers table harvest table shabby chic country chic mid century modern mcm vintage old chalk painted retro bureau dresser chest of drawers blanket chest maple server buffet sideboard seating dining room living room sofa couch computer chair desk ikea wedding patio furntire patio chairs bookshelf futon kitchen concord table stools hutch library office bedroom storage trunk bar barn beach house camp cottage cabin china cabinet    ",Rustic Reclaimed Coffee Table,https://nh.craigslist.org/fuo/6169920715.html,$285,excellent
portsmouth,"
Set of 4 Solid Wood TV Trays & Stand for $30
EXCELLENT CONDITION    ",Set of 4 TV Trays & Stand,https://nh.craigslist.org/fuo/6169960889.html,$30,excellent
Portsmouth,"
Dark Wood Stained Round Side Table in good condition",Round Wooden Side Table,https://nh.craigslist.org/fuo/6169948253.html,$25,good
HAMPSTEAD,"
Solid cabinet for TV, or whatever. One exposed shelf for VCR (remember those?) etc. Another shelf inside, plus storage. 
TV, VCR/DVD player, PS2 not included. (PS2 is for sale, if interested.)
If this ad is visible on Craig's List, the item is still available. Please email or text with questions or to schedule a purchase. NO PHONE CALLS, PLEASE. Or, come see it yourself at our MOVING SALE - Saturday June 17 - 81 Wheel Wright Road, Hampstead. Check out our other household items for sale - everything must go!    ",TV Stand/Cabinet,https://nh.craigslist.org/fuo/6169963434.html,$8,good
"Salem, NH","
This vintage American-made Temple-Stuart hutch was purchased in the early to mid-seventies, has been in a smoke-free, pet-free home and is in absolutely flawless condition. This is from the Pioneer Treasury Collection Rockingham model.
This isn't cheap, imported or put together yourself furniture that you buy today and throw away tomorrow.
It is made from maple hardwood by American Craftsmen and during a time when quality built actually meant something. This is a solid, high-quality piece of furniture that will last for generations. It features two drawers with quality dove-tail joints, one that's double wide and the other standard size with a removable silverware holder and three doors below that open for full width storage.
The top section also has three doors with glass inserts and shelves for more storage. Nice tight joints on the corners proves again that this is a high-end piece of furniture that was built to last.
The bottom section measures 56Wx19-1/2Dx33-1/4H
The top measures 52Wx11Dx39/3/4.
If interested, please reply with your phone number and I will call you. Due to the amount of spam on Craigslist any reply without a phone number will be deleted.    ",Temple Stuart Maple Hutch Pioneer Treasury Collection,https://nh.craigslist.org/fuo/6160432192.html,$250,like new
,"
3 tier computer desk with pull out keyboard tray.  Desk can be disassembled.    ",Glass Computer Desk,https://nh.craigslist.org/fuo/6169927026.html,$75,excellent
,"
Beautiful table 42inch with brass pedistool legs this table was originally 2000 well kept great condition . If intrested contact me thank you amanda    ",Bakers Furniture,https://nh.craigslist.org/fuo/6169875553.html,$300,excellent
Moultonborough,"
Display Cabinet Mahogany 
2 glass door that lock (have 2 keys)
56 1/2"" wide
55"" high
13"" depth
asking $ 250.00
could be used as a display cabinet, china cabinet, bookcase    ",Cabinet,https://nh.craigslist.org/fuo/6131633721.html,$250,good
Tilton,"
MADE BY- PENNSYVANIA COLONIAL FURNITURE COMPANY 
MADE IN THE USA
- TABLE  7 1/2 FT WITH LEAVES  5 1/2 W/O
- SIX CHAIRS, CREAM COLORED UPHOLSTRY
-  LIGHTED HUTCH    HEIGHT 80""   LENGTH 60""  WIDTH 12"" 
- BUFFET  HEIGHT 35""  LENGTH 37"" WIDTH 18 1/2
- COMES WITH PADS AND TWO LEAVES
WILL LET IT GO FOR $1000.00   QUALITY MADE FURNITURE! Started out at 2500.00
Must bring your own help.
-CASH ONLY",PENNSYLVANIA CHERRY DINING ROOM SET-  MADE IN THE USA-SIX CHAIRS,https://nh.craigslist.org/fuo/6153025737.html,$1000,excellent
,"
WE ARE CJ TABLES AND CHAIRS or CJ COMMERCIAL FURNITURE YOUR ONE STOP SOURCE FOR COMMERCIAL FURNITURE __ WWW.CJTABLESANDCHAIRS.COM __Restaurant Chairs, Folding chairs, wood chiavari chairs, resin chairs, wedding chairs, resin chairs, banquet tables, round banquet tables, wood round tables, plastic round tables, rectangular tables, plastic chairs, folding chairs, plastic folding chairs, stackable plastic chairs, steel folding chairs, metal chairs, steel padded folding chairs, cocktail tables, bistro tables, church chairs, wood chairs, banquet wood chairs, chair dolly, table dolly, hanging chair dolly, kid's, table tops, cocktail tables, chiavari bar stools, banquet chairs, banquet tables, round banquet tables, plastic tables, wooden tables, kid chairs, Plywood Folding Tables, Round Folding Tables, Square Tables, Serpentine Bar, Serpentine, Bar Sets, Cocktail Tables, Plastic Folding Tables, Plastic Round Folding Tables, Utility Carts, Dolly, Dollies, Aluminum Edge Tables, Chivari Chairs, Resin Chiavari Chairs, Economy Banquet Chairs, Rounded Back Banquet Chairs, Plastic Folding Chairs, Fan Back Folding Chair, Children's Folding Chair, Wood Folding Chair, Mahogany Wood Folding Chair, Natural Wood Folding Chair, Resin Folding Chair, Bamboo Chair, Market Umbrella, Bar Stools, wood chiavari chairs, resin chairs, wedding chairs, resin chairs, banquet tables, round banquet tables, wood round tables, plastic round tables, rectangular tables, plastic chairs, folding chairs, plastic folding chairs, stackable plastic chairs, steel folding chairs, metal chairs, Restaurant Chairs, Restaurant Tables, Cocktail tables, Table Top, Table Bases, Put Tables, Bistro Tables, Cafe Tables, Table Tops, Banquet chairs, Barstools, Bar Stools, Table Tops, Table Bases, Banquet tables, Chiavari Chairs, Resin Chiavari chairs, wood chiavari chairs, Restaurant Chairs, Cocktail Tables, Church Chairs.__ WWW.CJTABLESANDCHAIRS.COM    ","Barstools, Restaurant Chairs, Banquet Chairs, Folding Chairs, Bar Tops",https://nh.craigslist.org/fud/6169891153.html,,new
